Code_Year_Month,Postal_Code,Customer_Class,Total_Gallons,
31-07-09,78702,Irrigation - Multi-Family,1559000,
02-02-11,78703,Residential,86947700,
29-05-18,78703,Irrigation - Multi-Family,1527600,
15-08-17,78703,Irrigation - Residential,2704000,
21-12-10,78703,Multi-Family,16440200,
17-07-16,78704,Irrigation - Multi-Family,5572500,
30-10-16,78704,Multi-Family,53988800,
21-05-13,78704,Residential,66626600,
14-06-18,78704,Irrigation - Residential,359600,
10-03-19,78705,Multi-Family,31253800,
03-12-19,78705,Irrigation - Residential,166900,
24-12-17,78705,Irrigation - Multi-Family,682900,
26-05-11,78705,Residential,11675200,
06-06-09,78717,Irrigation - Multi-Family,11191300,
09-05-14,78717,Irrigation - Residential,73600,
11-02-15,78717,Multi-Family,11659400,
22-08-19,78717,Residential,69554900,
15-12-15,78719,Residential,2030200,
20-11-13,78719,Multi-Family,523400,
09-08-13,78721,Residential,17066900,
21-07-18,78721,Multi-Family,5216900,
16-05-12,78721,Irrigation - Residential,19300,
21-08-19,78721,Irrigation - Multi-Family,112800,
02-03-13,78722,Irrigation - Residential,200,
23-03-19,78722,Residential,12271700,
04-01-09,78722,Irrigation - Multi-Family,276500,
31-10-16,78722,Multi-Family,2938400,
31-05-09,78723,Multi-Family,23028800,
05-06-11,78723,Residential,45477700,
07-09-16,78723,Irrigation - Residential,1700,
17-05-11,78723,Irrigation - Multi-Family,191800,
06-04-15,78724,Multi-Family,14253900,
09-06-16,78724,Irrigation - Multi-Family,324900,
18-12-13,78724,Irrigation - Residential,60100,
25-12-16,78724,Residential,24615700,
27-01-18,78725,Multi-Family,211800,
05-03-13,78725,Residential,3716900,
30-03-16,78726,Residential,33858900,
23-04-18,78726,Multi-Family,12468100,
24-02-09,78726,Irrigation - Multi-Family,9272400,
15-12-19,78726,Irrigation - Residential,123700,
08-02-13,78727,Residential,64467600,
23-08-17,78727,Multi-Family,21835400,
20-02-11,78727,Irrigation - Multi-Family,10209100,
04-01-17,78727,Irrigation - Residential,52300,
11-12-11,78728,Irrigation - Residential,12300,
21-11-09,78728,Multi-Family,8614800,
05-10-15,78728,Residential,8040000,
18-06-14,78728,Irrigation - Multi-Family,2977100,
02-10-17,78729,Residential,38765100,
21-02-09,78729,Irrigation - Multi-Family,4077700,
23-05-13,78729,Multi-Family,23394700,
02-04-11,78729,Irrigation - Residential,8200,
12-05-18,78730,Irrigation - Residential,297000,
25-05-11,78730,Irrigation - Multi-Family,1611600,
31-12-17,78730,Residential,51423400,
18-04-16,78730,Multi-Family,5614800,
13-09-14,78731,Multi-Family,20364400,
13-08-17,78731,Irrigation - Multi-Family,1143900,
05-03-09,78731,Residential,113440500,
06-12-14,78731,Irrigation - Residential,1124600,
09-02-14,78732,Residential,974700,
15-09-13,78733,Residential,71700,
01-10-09,78735,Residential,39865500,
04-09-13,78735,Irrigation - Multi-Family,1834000,
15-06-16,78735,Multi-Family,10081500,
28-06-19,78736,Multi-Family,2302100,
08-10-18,78736,Residential,25533600,
24-06-09,78736,Irrigation - Multi-Family,995700,
31-03-14,78736,Irrigation - Residential,38200,
11-06-19,78737,Irrigation - Residential,28300,
26-11-14,78737,Residential,16558200,
06-05-18,78738,Residential,11800,
10-06-14,78739,Irrigation - Multi-Family,325100,
31-01-18,78739,Residential,81176400,
02-02-10,78741,Residential,21933100,
08-10-13,78741,Irrigation - Residential,54100,
03-10-18,78741,Multi-Family,80330300,
13-05-10,78741,Irrigation - Multi-Family,3404900,
17-07-12,78742,Residential,740200,
30-12-11,78742,Multi-Family,883000,
30-08-18,78744,Residential,56894300,
10-02-17,78744,Irrigation - Multi-Family,2176500,
07-02-17,78744,Irrigation - Residential,24000,
25-04-09,78744,Multi-Family,29208000,
24-09-10,78745,Residential,102148800,
26-03-17,78745,Irrigation - Residential,121400,
26-06-09,78745,Multi-Family,32372800,
03-01-09,78745,Irrigation - Multi-Family,5717700,
07-11-14,78746,Irrigation - Multi-Family,1300500,
09-12-12,78746,Irrigation - Residential,977600,
07-12-11,78746,Multi-Family,14286300,
22-03-13,78746,Residential,88912300,
01-09-13,78747,Irrigation - Multi-Family,1847700,
18-05-19,78747,Irrigation - Residential,6200,
02-03-19,78747,Multi-Family,8159500,
05-07-12,78747,Residential,36102900,
27-05-14,78748,Irrigation - Multi-Family,11685200,
05-09-16,78748,Multi-Family,21640500,
15-12-12,78748,Residential,100709600,
27-10-15,78748,Irrigation - Residential,86700,
23-06-10,78749,Irrigation - Multi-Family,7217100,
04-01-18,78749,Residential,114475200,
12-02-11,78749,Irrigation - Residential,35500,
13-06-14,78749,Multi-Family,18958700,
13-11-17,78750,Irrigation - Residential,80800,
29-04-12,78750,Irrigation - Multi-Family,2397700,
07-09-18,78750,Multi-Family,17547800,
27-07-16,78750,Residential,105163600,
27-06-11,78751,Residential,20225300,
12-07-19,78751,Irrigation - Multi-Family,764400,
01-02-09,78751,Irrigation - Residential,171800,
25-10-18,78751,Multi-Family,12353100,
27-09-18,78752,Irrigation - Multi-Family,80300,
05-10-13,78752,Residential,15905900,
09-07-16,78752,Multi-Family,17162600,
13-12-18,78753,Irrigation - Residential,13800,
18-10-09,78753,Residential,59592300,
19-04-15,78753,Irrigation - Multi-Family,6217300,
26-06-09,78753,Multi-Family,52724400,
03-01-09,78754,Multi-Family,16138700,
07-11-14,78754,Residential,34047900,
09-12-12,78754,Irrigation - Residential,29300,
07-12-11,78754,Irrigation - Multi-Family,3154800,
22-03-13,78756,Irrigation - Residential,97600,
01-09-13,78756,Multi-Family,7208300,
18-05-19,78756,Irrigation - Multi-Family,938300,
02-03-19,78756,Residential,17093200,
05-07-12,78757,Irrigation - Multi-Family,573500,
27-05-14,78757,Residential,55415000,
05-09-16,78757,Irrigation - Residential,95000,
15-12-12,78757,Multi-Family,14696000,
27-10-15,78758,Multi-Family,60196700,
23-06-10,78758,Irrigation - Multi-Family,4890300,
04-01-18,78758,Irrigation - Residential,93600,
12-02-11,78758,Residential,59812700,
13-06-14,78759,Residential,123431300,
13-11-17,78759,Irrigation - Multi-Family,1557700,
29-04-12,78759,Multi-Family,41240200,
07-09-18,78759,Irrigation - Residential,211300,
27-07-16,78613,Multi-Family,1518200,
27-06-11,78613,Irrigation - Multi-Family,1836200,
12-07-19,78617,Irrigation - Residential,5400,
01-02-09,78617,Multi-Family,4572900,
25-10-18,78617,Residential,22164500,
27-09-18,78652,Irrigation - Residential,79200,
05-10-13,78652,Multi-Family,426300,
09-07-16,78652,Residential,2293300,
13-12-18,78653,Multi-Family,267500,
18-10-09,78653,Residential,2500200,
19-04-15,78660,Irrigation - Multi-Family,1778700,
06-02-18,78660,Residential,10280600,
30-06-14,78660,Multi-Family,4239900,
21-05-17,78660,Irrigation - Residential,13600,
21-01-10,78701,Multi-Family,14759900,
30-01-13,78701,Irrigation - Multi-Family,1509400,
28-04-19,78701,Residential,1481100,
27-07-11,78701,Irrigation - Residential,35100,
05-09-19,78702,Multi-Family,10807200,
07-06-16,78702,Residential,28509900,
02-07-10,78702,Irrigation - Multi-Family,1517400,
01-03-15,78702,Irrigation - Residential,50800,
24-12-09,78703,Multi-Family,16529600,
02-05-14,78703,Irrigation - Multi-Family,1502900,
01-09-10,78703,Residential,85956200,
29-08-16,78703,Irrigation - Residential,2408600,
27-11-17,78704,Irrigation - Multi-Family,5922600,
26-09-15,78704,Irrigation - Residential,419000,
02-09-09,78704,Residential,61131000,
18-11-09,78704,Multi-Family,55360500,
09-06-15,78705,Irrigation - Multi-Family,1209100,
24-03-11,78705,Multi-Family,36857600,
26-09-16,78705,Irrigation - Residential,187600,
29-12-15,78705,Residential,13052900,
12-08-15,78717,Multi-Family,10153700,
03-10-14,78717,Residential,61114400,
21-10-16,78717,Irrigation - Residential,65800,
15-05-18,78717,Irrigation - Multi-Family,11608600,
09-01-15,78719,Multi-Family,536300,
26-04-19,78719,Residential,2088200,
10-03-10,78721,Residential,14915000,
12-05-10,78721,Irrigation - Multi-Family,17000,
22-06-16,78721,Irrigation - Residential,6000,
18-07-18,78721,Multi-Family,4897900,
28-09-13,78722,Irrigation - Residential,100,
04-06-10,78722,Multi-Family,3051300,
14-12-13,78722,Irrigation - Multi-Family,561400,
07-02-13,78722,Residential,11096200,
01-05-14,78723,Irrigation - Multi-Family,327200,
20-03-14,78723,Residential,42566200,
27-03-12,78723,Irrigation - Residential,2000,
15-07-09,78723,Multi-Family,24163800,
27-12-13,78724,Residential,22998300,
13-03-18,78724,Irrigation - Multi-Family,340300,
26-09-19,78724,Irrigation - Residential,32500,
09-10-19,78724,Multi-Family,12396300,
20-10-14,78725,Residential,3300200,
10-05-10,78725,Multi-Family,205500,
13-08-16,78726,Irrigation - Multi-Family,8020600,
30-08-14,78726,Residential,33355900,
19-01-13,78726,Irrigation - Residential,95300,
02-08-11,78726,Multi-Family,12220800,
22-07-16,78727,Multi-Family,22174700,
26-01-19,78727,Residential,61398000,
17-08-19,78727,Irrigation - Residential,36500,
28-11-12,78727,Irrigation - Multi-Family,10869400,
25-03-11,78728,Irrigation - Multi-Family,3754400,
12-05-16,78728,Multi-Family,8107500,
13-10-19,78728,Residential,7394500,
14-06-19,78728,Irrigation - Residential,11500,
12-04-19,78729,Irrigation - Residential,6700,
02-05-10,78729,Multi-Family,23118100,
22-09-10,78729,Residential,34133400,
04-12-17,78729,Irrigation - Multi-Family,5919800,
26-05-12,78730,Multi-Family,5824100,
29-09-18,78730,Irrigation - Multi-Family,1408500,
26-07-17,78730,Residential,50842900,
29-01-14,78730,Irrigation - Residential,265200,
30-12-16,78731,Residential,111775100,
21-04-17,78731,Irrigation - Multi-Family,1601200,
26-05-09,78731,Multi-Family,20225100,
12-01-16,78731,Irrigation - Residential,1045800,
20-01-11,78732,Residential,1333000,
29-03-13,78733,Residential,97200,
18-08-17,78735,Irrigation - Multi-Family,4445500,
16-09-11,78735,Multi-Family,11404600,
18-02-12,78735,Residential,37506200,
26-02-16,78736,Residential,24086200,
06-02-13,78736,Irrigation - Residential,26900,
13-04-17,78736,Multi-Family,2524100,
19-11-17,78736,Irrigation - Multi-Family,992700,
04-01-15,78737,Residential,14164900,
27-08-19,78737,Irrigation - Residential,15900,
04-01-12,78738,Residential,700,
24-11-10,78739,Irrigation - Multi-Family,139500,
29-12-13,78739,Residential,85557800,
25-05-15,78741,Irrigation - Multi-Family,3845400,
16-07-12,78741,Multi-Family,78572800,
25-09-10,78741,Irrigation - Residential,37800,
02-12-19,78741,Residential,20954000,
12-04-18,78742,Residential,781400,
25-08-09,78742,Multi-Family,689000,
09-02-09,78744,Irrigation - Multi-Family,2129400,
19-09-18,78744,Irrigation - Residential,23800,
24-09-12,78744,Residential,53550400,
12-07-11,78744,Multi-Family,31108400,
08-06-17,78745,Multi-Family,34740200,
21-04-16,78745,Residential,95732500,
07-10-15,78745,Irrigation - Multi-Family,7161800,
06-09-14,78745,Irrigation - Residential,128600,
16-11-15,78746,Irrigation - Multi-Family,1390500,
30-07-17,78746,Multi-Family,15418400,
02-10-15,78746,Residential,78394700,
21-10-12,78746,Irrigation - Residential,838700,
22-10-17,78747,Irrigation - Residential,8200,
07-02-15,78747,Irrigation - Multi-Family,1858500,
10-02-15,78747,Multi-Family,8117000,
01-12-15,78747,Residential,37198600,
17-09-09,78748,Irrigation - Multi-Family,13816900,
31-08-12,78748,Multi-Family,21590000,
10-02-19,78748,Residential,101166300,
26-04-09,78748,Irrigation - Residential,87100,
28-02-11,78749,Multi-Family,20975300,
08-09-14,78749,Residential,106828200,
25-11-11,78749,Irrigation - Multi-Family,12051300,
21-04-12,78749,Irrigation - Residential,35400,
25-12-08,78750,Irrigation - Multi-Family,3498800,
24-09-18,78750,Irrigation - Residential,49300,
08-12-12,78750,Residential,91619500,
08-07-18,78750,Multi-Family,17815100,
27-01-16,78751,Irrigation - Residential,145700,
30-06-19,78751,Residential,20846300,
22-04-14,78751,Multi-Family,13137800,
23-01-17,78751,Irrigation - Multi-Family,669700,
09-11-09,78752,Residential,15305000,
09-03-09,78752,Multi-Family,17439000,
04-03-18,78752,Irrigation - Multi-Family,162000,
02-04-17,78753,Multi-Family,54855400,
30-01-09,78753,Irrigation - Multi-Family,7102300,
02-01-16,78753,Residential,49553900,
12-12-13,78753,Irrigation - Residential,26100,
23-09-09,78754,Irrigation - Residential,33600,
18-11-16,78754,Residential,28727300,
06-11-10,78754,Irrigation - Multi-Family,4846200,
27-01-09,78754,Multi-Family,17294700,
06-04-09,78756,Irrigation - Residential,121900,
19-10-19,78756,Multi-Family,7861300,
16-10-18,78756,Irrigation - Multi-Family,816600,
16-06-14,78756,Residential,18401300,
04-03-19,78757,Residential,53958500,
26-08-12,78757,Irrigation - Residential,93100,
04-03-12,78757,Irrigation - Multi-Family,800900,
12-07-16,78757,Multi-Family,15109700,
07-04-09,78758,Irrigation - Residential,69100,
30-12-15,78758,Multi-Family,59577500,
28-07-18,78758,Residential,51765400,
10-10-10,78758,Irrigation - Multi-Family,5802700,
06-08-10,78759,Multi-Family,43115600,
06-05-11,78759,Residential,109156900,
09-08-12,78759,Irrigation - Multi-Family,1749900,
13-11-14,78759,Irrigation - Residential,164400,
22-04-12,78613,Irrigation - Multi-Family,1781600,
11-12-15,78613,Multi-Family,1394000,
03-12-11,78617,Multi-Family,4455600,
07-02-12,78617,Residential,21596700,
12-05-17,78617,Irrigation - Residential,5700,
26-07-12,78652,Irrigation - Residential,88800,
30-05-17,78652,Multi-Family,9800,
27-11-18,78652,Residential,2251500,
19-11-13,78653,Multi-Family,192300,
25-02-13,78653,Residential,2375300,
26-03-18,78660,Irrigation - Multi-Family,1675800,
09-05-19,78660,Irrigation - Residential,11700,
09-05-18,78660,Multi-Family,4165000,
21-10-17,78660,Residential,8733800,
07-09-11,78701,Irrigation - Multi-Family,1480700,
06-02-16,78701,Multi-Family,15229500,
31-08-10,78701,Irrigation - Residential,41400,
02-06-18,78701,Residential,1377100,
29-11-12,78702,Irrigation - Multi-Family,1407400,
01-03-10,78702,Multi-Family,10417400,
11-03-13,78702,Irrigation - Residential,41200,
27-04-13,78702,Residential,27387200,
01-03-19,78703,Residential,74983500,
16-08-13,78703,Irrigation - Residential,1846100,
30-01-18,78703,Multi-Family,15942400,
23-01-11,78703,Irrigation - Multi-Family,1122000,
18-12-15,78704,Irrigation - Multi-Family,4734300,
23-12-08,78704,Irrigation - Residential,389400,
18-03-17,78704,Multi-Family,55767700,
15-08-09,78704,Residential,57050900,
18-02-19,78705,Irrigation - Residential,152200,
30-12-08,78705,Residential,12716400,
23-10-18,78705,Irrigation - Multi-Family,1065000,
10-08-14,78705,Multi-Family,40756500,
17-03-18,78717,Multi-Family,10625100,
10-05-16,78717,Residential,49130200,
10-02-13,78717,Irrigation - Multi-Family,8714500,
02-04-18,78717,Irrigation - Residential,44000,
11-02-10,78719,Residential,1965800,
13-12-11,78719,Multi-Family,561200,
18-11-15,78721,Residential,14735100,
24-09-13,78721,Irrigation - Multi-Family,174000,
01-12-10,78721,Multi-Family,4439700,
20-08-19,78721,Irrigation - Residential,12600,
16-08-18,78722,Irrigation - Residential,2900,
04-09-15,78722,Multi-Family,3003600,
15-10-09,78722,Irrigation - Multi-Family,366100,
21-02-18,78722,Residential,10590100,
23-01-19,78723,Irrigation - Multi-Family,240700,
02-08-16,78723,Multi-Family,24050200,
08-09-10,78723,Residential,38180900,
17-10-16,78723,Irrigation - Residential,2100,
15-09-16,78724,Irrigation - Multi-Family,361400,
01-01-09,78724,Multi-Family,13251100,
01-07-18,78724,Irrigation - Residential,14300,
02-10-12,78724,Residential,21320200,
22-01-12,78725,Residential,3180000,
20-06-10,78725,Multi-Family,210700,
15-08-18,78726,Residential,28216300,
16-07-19,78726,Irrigation - Residential,99000,
15-06-19,78726,Multi-Family,10815100,
23-04-13,78726,Irrigation - Multi-Family,7129000,
08-12-19,78727,Irrigation - Multi-Family,8572500,
08-07-19,78727,Multi-Family,21378300,
04-03-13,78727,Residential,52366600,
13-10-17,78727,Irrigation - Residential,24300,
09-11-11,78728,Residential,6268500,
12-11-18,78728,Irrigation - Residential,5600,
25-07-18,78728,Irrigation - Multi-Family,3018800,
13-07-13,78728,Multi-Family,7609800,
09-03-13,78729,Irrigation - Residential,6300,
06-12-13,78729,Irrigation - Multi-Family,6033900,
14-09-16,78729,Residential,28580500,
09-08-14,78729,Multi-Family,22219700,
20-01-18,78730,Irrigation - Multi-Family,1444700,
09-06-13,78730,Multi-Family,5249600,
01-11-12,78730,Residential,38111800,
07-06-09,78730,Irrigation - Residential,253600,
06-10-09,78731,Irrigation - Multi-Family,1228900,
17-03-15,78731,Irrigation - Residential,940000,
14-04-09,78731,Residential,97592400,
30-01-17,78731,Multi-Family,20064500,
23-08-09,78732,Residential,881000,
11-05-14,78733,Residential,114300,
23-09-13,78735,Multi-Family,10980900,
09-08-16,78735,Residential,32336900,
05-11-12,78735,Irrigation - Multi-Family,3010300,
17-06-15,78736,Multi-Family,2246100,
10-02-09,78736,Irrigation - Residential,25600,
21-11-14,78736,Residential,18332400,
27-12-17,78736,Irrigation - Multi-Family,617900,
28-04-10,78737,Residential,11680800,
11-01-17,78737,Irrigation - Residential,19100,
06-07-13,78738,Residential,11300,
20-12-09,78739,Residential,71483800,
30-12-17,78739,Irrigation - Multi-Family,176900,
29-07-16,78741,Multi-Family,81659900,
18-08-15,78741,Irrigation - Residential,24600,
04-09-11,78741,Irrigation - Multi-Family,2795500,
04-10-16,78741,Residential,19929000,
03-02-14,78742,Multi-Family,791300,
12-10-13,78742,Residential,717400,
23-07-15,78744,Multi-Family,29038100,
